,drug,condition,rating,duration,review_date,upvotes,review,username
0,Nortriptyline,Primary Nocturnal Enuresis,8,,"March 2, 2009",2,Thanks for this information about this medication. There was so much we didn't know about Nortriptyline.,Kristylove
