,drug,condition,rating,duration,review_date,upvotes,review,username
0,Calcium carbonate,Hypocalcemia,9,,"July 25, 2012",5,Calcium Liquid Softgel (calcium carbonate):I love these because my nails grow and are strong. The other forms of calcium don't do that.,Anonymous
